"week"	"observed"	"state"
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	2	0
11	0	0
12	0	0
13	0	0
14	0	0
15	11	0
16	3	0
17	1	0
18	0	0
19	2	0
20	0	0
21	2	0
22	4	0
23	3	0
24	3	0
25	8	0
26	3	0
27	4	0
28	2	0
29	0	0
30	2	0
31	0	0
32	0	0
33	0	0
34	2	0
35	0	0
36	1	0
37	0	0
38	0	0
39	0	0
40	1	0
41	0	0
42	0	0
43	0	0
44	1	0
45	1	0
46	0	1
47	3	1
48	2	1
49	4	1
50	12	1
51	38	1
52	25	1
53	0	1
54	22	1
55	30	1
56	33	1
57	29	1
58	31	1
59	24	1
60	10	1
61	51	1
62	33	1
63	41	0
64	18	0
65	10	0
66	9	0
67	10	0
68	12	0
69	19	0
70	6	0
71	3	0
72	3	0
73	5	0
74	5	0
75	6	0
76	2	0
77	3	0
78	2	0
79	4	0
80	3	0
81	7	0
82	4	0
83	1	0
84	0	0
85	0	0
86	0	0
87	1	0
88	1	0
89	0	0
90	0	0
91	0	0
92	0	0
93	0	0
94	0	0
95	0	0
96	0	0
97	0	0
98	0	0
99	0	0
100	0	0
101	0	0
102	0	0
103	0	0
104	0	0
105	0	0
106	0	0
107	0	0
108	0	0
109	0	0
110	0	0
111	0	0
112	0	0
113	0	0
114	0	0
115	0	0
116	0	0
117	0	0
118	0	0
119	0	0
120	0	0
121	0	0
122	0	0
123	0	0
124	0	0
125	0	0
126	0	0
127	0	0
128	0	0
129	0	0
130	0	0
131	0	0
132	0	0
133	0	0
134	0	0
135	0	0
136	0	0
137	0	0
138	0	0
139	0	0
140	0	0
141	0	0
142	0	0
143	0	0
144	0	0
145	0	0
146	0	0
147	0	0
148	0	0
149	0	0
150	0	0
151	0	0
152	0	0
153	0	0
154	0	0
155	0	0
156	0	0
157	0	0
158	0	0
159	0	0
160	0	0
161	0	0
162	0	0
163	0	0
164	0	0
165	0	0
166	0	0
167	0	0
168	0	0
169	0	0
170	0	0
171	0	0
172	0	0
173	0	0
174	0	0
175	0	0
176	1	0
177	0	0
178	0	0
179	0	0
180	0	0
181	0	0
182	0	0
183	0	0
184	0	0
185	0	0
186	0	0
187	0	0
188	0	0
189	0	0
190	0	0
191	0	0
192	0	0
193	0	0
194	0	0
195	0	0
196	0	0
197	0	0
198	0	0
199	0	0
200	0	0
201	0	0
202	0	0
203	0	0
204	0	0
205	0	0
206	0	0
207	0	0
208	0	0
209	0	0
210	0	0
211	0	0
212	0	0
